DateTime,WLelevationMeter,TempCelcius
2015-11-01 20:11:55,2758.08132,5.86
2015-11-01 20:31:55,2758.08032,5.86
2015-11-01 20:51:55,2758.07932,5.86
2015-11-01 21:11:55,2758.07932,5.86
2015-11-01 21:31:55,2758.08132,5.86
2015-11-01 21:51:55,2758.08032,5.86
2015-11-01 22:11:55,2758.08332,5.86
2015-11-01 22:31:55,2758.08032,5.86
2015-11-01 22:51:55,2758.07932,5.86
2015-11-01 23:11:55,2758.08132,5.86
2015-11-01 23:31:55,2758.07832,5.757
2015-11-01 23:51:55,2758.08032,5.757
2015-11-02 00:11:55,2758.07832,5.757
2015-11-02 00:31:55,2758.07832,5.757
2015-11-02 00:51:55,2758.07732,5.757
2015-11-02 01:11:55,2758.07832,5.757
2015-11-02 01:31:55,2758.07832,5.757
2015-11-02 01:51:55,2758.07732,5.757
2015-11-02 02:11:55,2758.07732,5.757
2015-11-02 02:31:55,2758.07732,5.757
2015-11-02 02:51:55,2758.07732,5.757
2015-11-02 03:11:55,2758.07632,5.757
2015-11-02 03:31:55,2758.07732,5.757
2015-11-02 03:51:55,2758.07632,5.757
2015-11-02 04:11:55,2758.07432,5.757
2015-11-02 04:31:55,2758.07632,5.757
2015-11-02 04:51:55,2758.07532,5.757
2015-11-02 05:11:55,2758.07632,5.757
2015-11-02 05:31:55,2758.07532,5.757
2015-11-02 05:51:55,2758.07432,5.757
2015-11-02 06:11:55,2758.07332,5.757
2015-11-02 06:31:55,2758.07632,5.757
2015-11-02 06:51:55,2758.07332,5.757
2015-11-02 07:11:55,2758.07432,5.757
2015-11-02 07:31:55,2758.07232,5.757
2015-11-02 07:51:55,2758.07332,5.757
2015-11-02 08:11:55,2758.07132,5.757
2015-11-02 08:31:55,2758.07032,5.757
2015-11-02 08:51:55,2758.07132,5.757
2015-11-02 09:11:55,2758.07132,5.757
2015-11-02 09:31:55,2758.07232,5.757
2015-11-02 09:51:55,2758.07032,5.757
2015-11-02 10:11:55,2758.07032,5.757
2015-11-02 10:31:55,2758.07132,5.757
2015-11-02 10:51:55,2758.07032,5.757
2015-11-02 11:11:55,2758.07032,5.757
2015-11-02 11:31:55,2758.06832,5.757
2015-11-02 11:51:55,2758.06832,5.757
2015-11-02 12:11:55,2758.07032,5.757
2015-11-02 12:31:55,2758.06932,5.757
2015-11-02 12:51:55,2758.06932,5.757
2015-11-02 13:11:55,2758.07132,5.757
2015-11-02 13:31:55,2758.07032,5.757
2015-11-02 13:51:55,2758.07132,5.757
2015-11-02 14:11:55,2758.06932,5.757
2015-11-02 14:31:55,2758.07132,5.757
2015-11-02 14:51:55,2758.07132,5.655
2015-11-02 15:11:55,2758.07232,5.655
2015-11-02 15:31:55,2758.07232,5.655
2015-11-02 15:51:55,2758.07432,5.655
2015-11-02 16:11:55,2758.07532,5.655
2015-11-02 16:31:55,2758.07532,5.655
2015-11-02 16:51:55,2758.07432,5.655
2015-11-02 17:11:55,2758.07532,5.655
2015-11-02 17:31:55,2758.07632,5.655
2015-11-02 17:51:55,2758.07532,5.655
2015-11-02 18:11:55,2758.07732,5.655
2015-11-02 18:31:55,2758.07532,5.655
2015-11-02 18:51:55,2758.07532,5.655
2015-11-02 19:11:55,2758.07532,5.655
2015-11-02 19:31:55,2758.07532,5.655
2015-11-02 19:51:55,2758.07632,5.655
2015-11-02 20:11:55,2758.07632,5.655
2015-11-02 20:31:55,2758.07532,5.655
2015-11-02 20:51:55,2758.07532,5.655
2015-11-02 21:11:55,2758.07532,5.655
2015-11-02 21:31:55,2758.07432,5.655
2015-11-02 21:51:55,2758.07432,5.655
2015-11-02 22:11:55,2758.07532,5.655
2015-11-02 22:31:55,2758.07232,5.655
2015-11-02 22:51:55,2758.07332,5.655
2015-11-02 23:11:55,2758.07332,5.655
2015-11-02 23:31:55,2758.07132,5.655
2015-11-02 23:51:55,2758.07032,5.655
2015-11-03 00:11:55,2758.07132,5.655
2015-11-03 00:31:55,2758.07232,5.655
2015-11-03 00:51:55,2758.06932,5.655
2015-11-03 01:11:55,2758.06732,5.655
2015-11-03 01:31:55,2758.06932,5.655
2015-11-03 01:51:55,2758.07132,5.655
2015-11-03 02:11:55,2758.07032,5.655
2015-11-03 02:31:55,2758.07032,5.655
2015-11-03 02:51:55,2758.06832,5.552
2015-11-03 03:11:55,2758.07132,5.552
2015-11-03 03:31:55,2758.07132,5.552
2015-11-03 03:51:55,2758.06932,5.552
2015-11-03 04:11:55,2758.06832,5.552
2015-11-03 04:31:55,2758.06732,5.552
2015-11-03 04:51:55,2758.06932,5.552
2015-11-03 05:11:55,2758.06832,5.552
2015-11-03 05:31:55,2758.06832,5.552
2015-11-03 05:51:55,2758.06632,5.552
2015-11-03 06:11:55,2758.06532,5.552
2015-11-03 06:31:55,2758.06532,5.552
2015-11-03 06:51:55,2758.06532,5.552
2015-11-03 07:11:55,2758.06732,5.552
2015-11-03 07:31:55,2758.06532,5.552
2015-11-03 07:51:55,2758.06432,5.552
2015-11-03 08:11:55,2758.06632,5.552
2015-11-03 08:31:55,2758.06432,5.552
2015-11-03 08:51:55,2758.06332,5.552
2015-11-03 09:11:55,2758.06232,5.552
2015-11-03 09:31:55,2758.06432,5.552
2015-11-03 09:51:55,2758.06432,5.552
2015-11-03 10:11:55,2758.06532,5.552
2015-11-03 10:31:55,2758.06332,5.552
2015-11-03 10:51:55,2758.06332,5.552
2015-11-03 11:11:55,2758.06332,5.552
2015-11-03 11:31:55,2758.06432,5.552
2015-11-03 11:51:55,2758.06332,5.552
2015-11-03 12:11:55,2758.06432,5.552
2015-11-03 12:31:55,2758.06332,5.552
2015-11-03 12:51:55,2758.06432,5.552
2015-11-03 13:11:55,2758.06432,5.552
2015-11-03 13:31:55,2758.06232,5.552
2015-11-03 13:51:55,2758.06132,5.552
2015-11-03 14:11:55,2758.06532,5.552
2015-11-03 14:31:55,2758.06632,5.552
2015-11-03 14:51:55,2758.06632,5.552
2015-11-03 15:11:55,2758.06332,5.552
2015-11-03 15:31:55,2758.06332,5.552
2015-11-03 15:51:55,2758.06532,5.552
2015-11-03 16:11:55,2758.06632,5.552
2015-11-03 16:31:55,2758.06632,5.552
2015-11-03 16:51:55,2758.06532,5.552
2015-11-03 17:11:55,2758.06732,5.552
2015-11-03 17:31:55,2758.06532,5.552
2015-11-03 17:51:55,2758.06332,5.552
2015-11-03 18:11:55,2758.06632,5.552
2015-11-03 18:31:55,2758.06832,5.552
2015-11-03 18:51:55,2758.06632,5.552
2015-11-03 19:11:55,2758.06632,5.552
2015-11-03 19:31:55,2758.06732,5.552
2015-11-03 19:51:55,2758.06732,5.552
2015-11-03 20:11:55,2758.06632,5.45
2015-11-03 20:31:55,2758.06432,5.45
2015-11-03 20:51:55,2758.06432,5.552
2015-11-03 21:11:55,2758.06632,5.45
2015-11-03 21:31:55,2758.06432,5.45
2015-11-03 21:51:55,2758.06632,5.45
2015-11-03 22:11:55,2758.06532,5.45
2015-11-03 22:31:55,2758.06532,5.45
2015-11-03 22:51:55,2758.06532,5.45
2015-11-03 23:11:55,2758.06532,5.45
2015-11-03 23:31:55,2758.06432,5.45
2015-11-03 23:51:55,2758.06332,5.45
2015-11-04 00:11:55,2758.06432,5.45
2015-11-04 00:31:55,2758.06632,5.45
2015-11-04 00:51:55,2758.06532,5.45
2015-11-04 01:11:55,2758.06332,5.45
2015-11-04 01:31:55,2758.06332,5.45
2015-11-04 01:51:55,2758.06432,5.45
2015-11-04 02:11:55,2758.06232,5.45
2015-11-04 02:31:55,2758.06632,5.45
2015-11-04 02:51:55,2758.06332,5.45
2015-11-04 03:11:55,2758.06632,5.45
2015-11-04 03:31:55,2758.06432,5.45
2015-11-04 03:51:55,2758.06432,5.45
2015-11-04 04:11:55,2758.06532,5.45
2015-11-04 04:31:55,2758.06432,5.45
2015-11-04 04:51:55,2758.06632,5.45
2015-11-04 05:11:55,2758.06432,5.45
2015-11-04 05:31:55,2758.06532,5.45
2015-11-04 05:51:55,2758.06532,5.45
2015-11-04 06:11:55,2758.06132,5.45
2015-11-04 06:31:55,2758.06332,5.45
2015-11-04 06:51:55,2758.06332,5.45
2015-11-04 07:11:55,2758.06332,5.45
2015-11-04 07:31:55,2758.06232,5.45
2015-11-04 07:51:55,2758.06432,5.45
2015-11-04 08:11:55,2758.06232,5.45
2015-11-04 08:31:55,2758.06232,5.45
2015-11-04 08:51:55,2758.06132,5.45
2015-11-04 09:11:55,2758.06432,5.45
2015-11-04 09:31:55,2758.06132,5.45
2015-11-04 09:51:55,2758.06232,5.45
2015-11-04 10:11:55,2758.06132,5.45
2015-11-04 10:31:55,2758.05932,5.45
2015-11-04 10:51:55,2758.06032,5.45
2015-11-04 11:11:55,2758.06232,5.45
2015-11-04 11:31:55,2758.06132,5.45
2015-11-04 11:51:55,2758.06332,5.45
2015-11-04 12:11:55,2758.06132,5.45
2015-11-04 12:31:55,2758.06032,5.45
2015-11-04 12:51:55,2758.05832,5.45
2015-11-04 13:11:55,2758.05932,5.45
2015-11-04 13:31:55,2758.05932,5.45
2015-11-04 13:51:55,2758.06232,5.45
2015-11-04 14:11:55,2758.06332,5.45
2015-11-04 14:31:55,2758.06232,5.45
2015-11-04 14:51:55,2758.06132,5.45
2015-11-04 15:11:55,2758.06132,5.45
2015-11-04 15:31:55,2758.06032,5.45
2015-11-04 15:51:55,2758.06332,5.45
2015-11-04 16:11:55,2758.06332,5.45
2015-11-04 16:31:55,2758.06032,5.45
2015-11-04 16:51:55,2758.06232,5.45
2015-11-04 17:11:55,2758.06232,5.347
2015-11-04 17:31:55,2758.06232,5.347
2015-11-04 17:51:55,2758.06432,5.347
2015-11-04 18:11:55,2758.06432,5.347
2015-11-04 18:31:55,2758.06532,5.347
2015-11-04 18:51:55,2758.06332,5.347
2015-11-04 19:11:55,2758.06332,5.347
2015-11-04 19:31:55,2758.06432,5.347
2015-11-04 19:51:55,2758.06432,5.347
2015-11-04 20:11:55,2758.06332,5.347
2015-11-04 20:31:55,2758.06432,5.347
2015-11-04 20:51:55,2758.06632,5.347
2015-11-04 21:11:55,2758.06432,5.347
2015-11-04 21:31:55,2758.06732,5.347
2015-11-04 21:51:55,2758.06532,5.347
2015-11-04 22:11:55,2758.06632,5.347
2015-11-04 22:31:55,2758.06432,5.347
2015-11-04 22:51:55,2758.06432,5.347
2015-11-04 23:11:55,2758.06532,5.347
2015-11-04 23:31:55,2758.06632,5.347
