date,germanium
YYYY-MM-DD,ppb
2015-12-31,0.0138
2016-02-12,0.01411
2016-02-18,0.00903
2016-02-24,0.01293
2016-03-04,0.010039999999999999
2016-03-11,0.0053
2016-03-18,0.014079999999999999
2016-03-27,0.01276
2016-03-28,0.07599
2016-04-03,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-05,0.0
2016-04-05,0.0
2016-04-07,0.0
2016-04-07,0.0
2016-04-09,0.0
2016-04-09,0.0
2016-04-11,0.0
2016-04-11,0.0
2016-04-14,0.00655
2016-04-16,0.0
2016-04-18,0.0
2016-04-20,0.0
2016-04-22,0.0
2016-04-24,0.0
2016-04-26,0.0
2016-04-28,0.0
2016-04-30,0.0
2016-05-02,0.0
2016-05-04,0.0
2016-05-06,0.0
2016-05-08,0.0
2016-05-10,0.0
2016-05-12,0.0
2016-05-14,0.0
2016-05-16,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-22,0.0
2016-05-24,0.0
2016-05-26,0.0
2016-05-28,0.0
2016-05-30,0.0
2016-06-01,0.0
2016-06-03,0.0
2016-06-05,0.0
2016-06-07,0.0
2016-06-09,0.0
2016-06-11,0.0
2016-06-13,0.0
2016-06-15,0.0
2016-06-17,0.0
2016-06-19,0.0
2016-06-21,0.0
2016-06-23,0.0
2016-06-25,0.0
2016-06-27,0.0
2016-06-29,0.0
2016-07-01,0.0
2016-07-03,0.0
2016-07-05,0.0
2016-07-07,0.0
2016-07-09,0.0
2016-07-11,0.0
2016-07-13,0.0
2016-07-15,0.0
2016-07-17,0.0
2016-07-19,0.0
2016-07-21,0.0
2016-07-23,0.0
2016-07-25,0.0057
2016-07-27,0.0
2016-07-29,0.0
2016-07-31,0.0
2016-08-02,0.0
2016-08-04,0.0
2016-08-06,0.0
2016-08-08,0.0
2016-08-10,0.0
2016-08-12,0.0
2016-08-14,0.0
2016-08-16,0.0
2016-08-18,0.0
2016-08-20,0.0
2016-08-22,0.0
2016-08-24,0.0
2016-08-26,0.0
2016-08-28,0.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-05,0.0
2016-09-07,0.0
2016-09-09,0.0
2016-09-11,0.0
2016-09-13,0.0
2016-09-15,0.0
2016-09-21,0.0
