date,molybdenum
YYYY-MM-DD,ppb
2017-04-14,0.2194
2017-05-06,1.04035
2017-06-22,0.46824
2017-10-12,0.19623000000000002
2017-10-24,0.12092
2018-03-07,0.24400000000000002
2018-04-02,0.15037
2019-04-06,0.07139000000000001
2019-04-06,0.057609999999999995
2020-07-14,0.15066
2020-07-21,0.11186
2020-07-29,0.10364
2020-08-04,0.11232
2020-08-12,0.0
2020-08-19,0.0
2020-08-24,0.0
2020-09-01,0.0
2020-09-10,0.0
2020-09-14,0.0
2020-09-23,0.0
2020-09-29,0.0
2020-10-05,0.0
2020-10-13,0.0
2020-10-20,0.0
2020-10-28,0.0
2020-11-03,0.0
2020-11-10,0.0
2020-11-19,0.0
2020-12-03,0.0
2021-01-20,0.0
2021-02-19,0.40633
2021-03-09,0.3943
2021-04-05,0.0
2021-04-28,0.0
2021-05-04,0.0
2021-05-13,0.0
2021-05-18,0.0
2021-05-27,0.0
2021-06-02,0.0
2021-06-08,0.0
2021-06-15,0.0
2021-06-22,0.0
2021-07-01,0.036219999999999995
2021-07-07,0.03615
2021-07-16,0.33254239999999996
2021-07-20,0.45675960000000004
2021-07-27,0.3019589
2021-08-04,0.1335388
2021-08-10,0.1788227
2021-08-17,0.1430817
2021-08-24,0.159084
2021-08-31,0.1351833
2021-09-08,0.14827379999999998
2021-09-27,0.2173736
2021-10-04,0.20654720000000001
2021-10-15,0.2881439
2021-10-20,0.2877261
2021-10-28,0.2605158
2021-11-04,0.6653222999999999
2021-11-08,0.2931326
2021-12-01,0.3237298
